position,title,result_id,link,snippet,publication_info_summary,publication_info_authors_0_name,publication_info_authors_0_link,publication_info_authors_0_serpapi_scholar_link,publication_info_authors_0_author_id,publication_info_authors_1_name,publication_info_authors_1_link,publication_info_authors_1_serpapi_scholar_link,publication_info_authors_1_author_id,publication_info_authors_2_name,publication_info_authors_2_link,publication_info_authors_2_serpapi_scholar_link,publication_info_authors_2_author_id,publication_info_authors_3_name,publication_info_authors_3_link,publication_info_authors_3_serpapi_scholar_link,publication_info_authors_3_author_id,resources_0_title,resources_0_file_format,resources_0_link,inline_links_serpapi_cite_link,inline_links_cited_by_total,inline_links_cited_by_link,inline_links_cited_by_cites_id,inline_links_cited_by_serpapi_scholar_link,inline_links_related_pages_link,inline_links_serpapi_related_pages_link,inline_links_versions_total,inline_links_versions_link,inline_links_versions_cluster_id,inline_links_versions_serpapi_scholar_link,inline_links_cached_page_link,publication_info_authors_4_name,publication_info_authors_4_link,publication_info_authors_4_serpapi_scholar_link,publication_info_authors_4_author_id,type,inline_links_html_version
1,Bad universal priors and notions of optimality,01wih_mhK60J,https://proceedings.mlr.press/v40/Leike15.html,"… Does AIXI succeed in every partially observable Markov decision process (POMDP)/(ergodic… be no invariance theorem for AIXI. As a reinforcement learning agent, AIXI has to balance …","J Leike, M Hutter - Conference on Learning Theory, 2015 - proceedings.mlr.press",J Leike,https://scholar.google.com/citations?user=beiWcokAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=beiWcokAAAAJ&engine=google_scholar_author&hl=en,beiWcokAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,mlr.press,PDF,http://proceedings.mlr.press/v40/Leike15.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=01wih_mhK60J,46.0,"https://scholar.google.com/scholar?cites=12478245285646195923&as_sdt=20005&sciodt=0,9&hl=en&num=20",12478245285646195923,https://serpapi.com/search.json?as_sdt=20005&cites=12478245285646195923&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:01wih_mhK60J:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3A01wih_mhK60J%3Ascholar.google.com%2F&start=40,9.0,"https://scholar.google.com/scholar?cluster=12478245285646195923&hl=en&num=20&as_sdt=0,9",12478245285646195923,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=12478245285646195923&engine=google_scholar&hl=en&num=20,"http://scholar.googleusercontent.com/scholar?q=cache:01wih_mhK60J:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",,,,,,
2,Communication-efficient and collision-free motion planning of underwater vehicles via integral reinforcement learning,tGpS00gpEicJ,https://ieeexplore.ieee.org/abstract/document/9983989/,"… We first develop a model-based integral reinforcement learning (IRL) estimator to predict the stochastic signal-to-noise ratio (SNR). With the estimated SNR, an integrated optimization …","J Yan, W Cao, X Yang, C Chen… - IEEE Transactions on …, 2022 - ieeexplore.ieee.org",J Yan,https://scholar.google.com/citations?user=HtjDQ1AAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=HtjDQ1AAAAAJ&engine=google_scholar_author&hl=en,HtjDQ1AAAAAJ,X Yang,https://scholar.google.com/citations?user=ISADH70AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=ISADH70AAAAJ&engine=google_scholar_author&hl=en,ISADH70AAAAJ,C Chen,https://scholar.google.com/citations?user=NGQrfUwAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=NGQrfUwAAAAJ&engine=google_scholar_author&hl=en,NGQrfUwAAAAJ,,,,,ieee.org,PDF,https://ieeexplore.ieee.org/iel7/5962385/6104215/09983989.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=tGpS00gpEicJ,10.0,"https://scholar.google.com/scholar?cites=2815358109819759284&as_sdt=20005&sciodt=0,9&hl=en&num=20",2815358109819759284,https://serpapi.com/search.json?as_sdt=20005&cites=2815358109819759284&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:tGpS00gpEicJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3AtGpS00gpEicJ%3Ascholar.google.com%2F&start=40,3.0,"https://scholar.google.com/scholar?cluster=2815358109819759284&hl=en&num=20&as_sdt=0,9",2815358109819759284,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=2815358109819759284&engine=google_scholar&hl=en&num=20,,,,,,,
3,Reinforcement learning with limited prior knowledge in long-term environments,jeIACDbijtkJ,https://drive.google.com/file/d/1wIPPk9huo_QsQb_pYpVHBA3Tko0R1i8M/view,"… Two typical algorithms are mentioned in Goertzel’s classification, both of which are reinforcement learners: the AIXI [81] which maximises future reward with a simplicity bias which …",D Bossens - 2020 - drive.google.com,D Bossens,https://scholar.google.com/citations?user=w2feGIoAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=w2feGIoAAAAJ&engine=google_scholar_author&hl=en,w2feGIoAAAAJ,,,,,,,,,,,,,google.com,PDF,https://drive.google.com/file/d/1wIPPk9huo_QsQb_pYpVHBA3Tko0R1i8M/view,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=jeIACDbijtkJ,,,,,"https://scholar.google.com/scholar?q=related:jeIACDbijtkJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3AjeIACDbijtkJ%3Ascholar.google.com%2F&start=40,3.0,"https://scholar.google.com/scholar?cluster=15676716074613662349&hl=en&num=20&as_sdt=0,9",15676716074613662349,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=15676716074613662349&engine=google_scholar&hl=en&num=20,,,,,,Pdf,
4,Safely interruptible agents,-u8Vo2hQfQQJ,https://ora.ox.ac.uk/objects/uuid:17c0e095-4e13-47fc-bace-64ec46134a3f,"… Reinforcement learning agents interacting with a complex … We show that even ideal, uncomputable reinforcement learning … As a consequence, AIXI is not a good candidate for …","L Orseau, M Armstrong - Conference on Uncertainty in Artificial …, 2016 - ora.ox.ac.uk",L Orseau,https://scholar.google.com/citations?user=HVJjWlEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=HVJjWlEAAAAJ&engine=google_scholar_author&hl=en,HVJjWlEAAAAJ,M Armstrong,https://scholar.google.com/citations?user=bSJaYzgAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=bSJaYzgAAAAJ&engine=google_scholar_author&hl=en,bSJaYzgAAAAJ,,,,,,,,,ox.ac.uk,PDF,https://ora.ox.ac.uk/objects/uuid:17c0e095-4e13-47fc-bace-64ec46134a3f/download_file?file_format=pdf&safe_filename=Armstrong%2Band%2BOrseau%2C%2BSafely%2BInterruptible%2BAgents.pdf&type_of_work=Conference+item,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=-u8Vo2hQfQQJ,144.0,"https://scholar.google.com/scholar?cites=323503158583488506&as_sdt=20005&sciodt=0,9&hl=en&num=20",323503158583488506,https://serpapi.com/search.json?as_sdt=20005&cites=323503158583488506&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:-u8Vo2hQfQQJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3A-u8Vo2hQfQQJ%3Ascholar.google.com%2F&start=40,19.0,"https://scholar.google.com/scholar?cluster=323503158583488506&hl=en&num=20&as_sdt=0,9",323503158583488506,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=323503158583488506&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:-u8Vo2hQfQQJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",,,,,,
5,Bayesian reinforcement learning,18PTp0x1v2cJ,https://link.springer.com/chapter/10.1007/978-3-642-27645-3_11,"… This chapter surveys recent lines of work that use Bayesian techniques for reinforcement learning. In Bayesian learning, uncertainty is expressed by a prior distribution over unknown …","N Vlassis, M Ghavamzadeh, S Mannor… - Reinforcement Learning …, 2012 - Springer",N Vlassis,https://scholar.google.com/citations?user=JJWWPjsAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=JJWWPjsAAAAJ&engine=google_scholar_author&hl=en,JJWWPjsAAAAJ,M Ghavamzadeh,https://scholar.google.com/citations?user=Bo-wyrkAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=Bo-wyrkAAAAJ&engine=google_scholar_author&hl=en,Bo-wyrkAAAAJ,S Mannor,https://scholar.google.com/citations?user=q1HlbIUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=q1HlbIUAAAAJ&engine=google_scholar_author&hl=en,q1HlbIUAAAAJ,,,,,uni.lu,PDF,https://orbilu.uni.lu/bitstream/10993/3390/1/BRLchapter.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=18PTp0x1v2cJ,101.0,"https://scholar.google.com/scholar?cites=7475822878551950295&as_sdt=20005&sciodt=0,9&hl=en&num=20",7475822878551950295,https://serpapi.com/search.json?as_sdt=20005&cites=7475822878551950295&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:18PTp0x1v2cJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3A18PTp0x1v2cJ%3Ascholar.google.com%2F&start=40,14.0,"https://scholar.google.com/scholar?cluster=7475822878551950295&hl=en&num=20&as_sdt=0,9",7475822878551950295,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=7475822878551950295&engine=google_scholar&hl=en&num=20,,,,,,,
6,Optimal robust output containment of unknown heterogeneous multiagent system using off-policy reinforcement learning,iYNSRU0xfUwJ,https://ieeexplore.ieee.org/abstract/document/8089381/,"… Then, using this Bellman equation, a model-free off-policy integral reinforcement learning algorithm is proposed to solve the optimal robust output containment problem of …","S Zuo, Y Song, FL Lewis… - IEEE Transactions on …, 2017 - ieeexplore.ieee.org",S Zuo,https://scholar.google.com/citations?user=_tCX5K4AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=_tCX5K4AAAAJ&engine=google_scholar_author&hl=en,_tCX5K4AAAAJ,FL Lewis,https://scholar.google.com/citations?user=rMRit3UAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=rMRit3UAAAAJ&engine=google_scholar_author&hl=en,rMRit3UAAAAJ,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=iYNSRU0xfUwJ,66.0,"https://scholar.google.com/scholar?cites=5511615726916633481&as_sdt=20005&sciodt=0,9&hl=en&num=20",5511615726916633481,https://serpapi.com/search.json?as_sdt=20005&cites=5511615726916633481&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:iYNSRU0xfUwJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3AiYNSRU0xfUwJ%3Ascholar.google.com%2F&start=40,3.0,"https://scholar.google.com/scholar?cluster=5511615726916633481&hl=en&num=20&as_sdt=0,9",5511615726916633481,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=5511615726916633481&engine=google_scholar&hl=en&num=20,,,,,,,
7,Universal knowledge-seeking agents,Qxi3y2oIF1kJ,https://www.sciencedirect.com/science/article/pii/S0304397513007160,"… However, it was recently proved that AIXI can in certain situations stop exploring, leading to … why reinforcement learning is intrinsically difficult; Furthermore the Pareto optimality of AIXI …","L Orseau - Theoretical Computer Science, 2014 - Elsevier",L Orseau,https://scholar.google.com/citations?user=HVJjWlEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=HVJjWlEAAAAJ&engine=google_scholar_author&hl=en,HVJjWlEAAAAJ,,,,,,,,,,,,,sciencedirect.com,HTML,https://www.sciencedirect.com/science/article/pii/S0304397513007160,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Qxi3y2oIF1kJ,30.0,"https://scholar.google.com/scholar?cites=6419609048617261123&as_sdt=20005&sciodt=0,9&hl=en&num=20",6419609048617261123,https://serpapi.com/search.json?as_sdt=20005&cites=6419609048617261123&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:Qxi3y2oIF1kJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3AQxi3y2oIF1kJ%3Ascholar.google.com%2F&start=40,14.0,"https://scholar.google.com/scholar?cluster=6419609048617261123&hl=en&num=20&as_sdt=0,9",6419609048617261123,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=6419609048617261123&engine=google_scholar&hl=en&num=20,,,,,,Html,https://www.sciencedirect.com/science/article/pii/S0304397513007160
8,Path planning for vehicle platoons under routing decisions: a distributed approach combining deep reinforcement learning and model predictive control,31LaERpC6A0J,https://ieeexplore.ieee.org/abstract/document/9803896/,"… Deep Reinforcement Learning is a reinforcement learning whose Q-function is defined as a neural network (see [16]). In a distributed framework, Deep Reinforcement Learning is able …","F Giannini, G Fortino, G Franzè… - 2022 8th International …, 2022 - ieeexplore.ieee.org",F Giannini,https://scholar.google.com/citations?user=xV6XPOQAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=xV6XPOQAAAAJ&engine=google_scholar_author&hl=en,xV6XPOQAAAAJ,G Fortino,https://scholar.google.com/citations?user=ecImn1MAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=ecImn1MAAAAJ&engine=google_scholar_author&hl=en,ecImn1MAAAAJ,G Franzè,https://scholar.google.com/citations?user=j4zeuuoAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=j4zeuuoAAAAJ&engine=google_scholar_author&hl=en,j4zeuuoAAAAJ,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=31LaERpC6A0J,7.0,"https://scholar.google.com/scholar?cites=1002123596826039007&as_sdt=20005&sciodt=0,9&hl=en&num=20",1002123596826039007,https://serpapi.com/search.json?as_sdt=20005&cites=1002123596826039007&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:31LaERpC6A0J:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3A31LaERpC6A0J%3Ascholar.google.com%2F&start=40,2.0,"https://scholar.google.com/scholar?cluster=1002123596826039007&hl=en&num=20&as_sdt=0,9",1002123596826039007,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=1002123596826039007&engine=google_scholar&hl=en&num=20,,,,,,,
9,Optimality issues of universal greedy agents with static priors,W_tREDwj-7oJ,https://link.springer.com/chapter/10.1007/978-3-642-16108-7_28,"… Hutter defined AIXI which extends the latter to the Reinforcement Learning framework, where almost all if not all AI problems can be formulated. However, new difficulties arise, because …","L Orseau - … Learning Theory: 21st International Conference, ALT …, 2010 - Springer",L Orseau,https://scholar.google.com/citations?user=HVJjWlEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=HVJjWlEAAAAJ&engine=google_scholar_author&hl=en,HVJjWlEAAAAJ,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=W_tREDwj-7oJ,25.0,"https://scholar.google.com/scholar?cites=13473401451087788891&as_sdt=20005&sciodt=0,9&hl=en&num=20",13473401451087788891,https://serpapi.com/search.json?as_sdt=20005&cites=13473401451087788891&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:W_tREDwj-7oJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3AW_tREDwj-7oJ%3Ascholar.google.com%2F&start=40,9.0,"https://scholar.google.com/scholar?cluster=13473401451087788891&hl=en&num=20&as_sdt=0,9",13473401451087788891,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=13473401451087788891&engine=google_scholar&hl=en&num=20,,,,,,,
10,A deep reinforcement learning framework for column generation,w3trbd3uKF4J,https://proceedings.neurips.cc/paper_files/paper/2022/hash/3ecfe5c632afb7d96a2337b18ff99b1f-Abstract-Conference.html,"… We propose RLCG, the first Reinforcement Learning (RL) approach for CG. Unlike typical column selection rules which myopically select a column based on local information at each …","C Chi, A Aboussalah, E Khalil, J Wang… - Advances in …, 2022 - proceedings.neurips.cc",C Chi,https://scholar.google.com/citations?user=-BZtJogAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=-BZtJogAAAAJ&engine=google_scholar_author&hl=en,-BZtJogAAAAJ,A Aboussalah,https://scholar.google.com/citations?user=c2QKp_MAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=c2QKp_MAAAAJ&engine=google_scholar_author&hl=en,c2QKp_MAAAAJ,E Khalil,https://scholar.google.com/citations?user=juqDWQMAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=juqDWQMAAAAJ&engine=google_scholar_author&hl=en,juqDWQMAAAAJ,J Wang,https://scholar.google.com/citations?user=dg3QSDcAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=dg3QSDcAAAAJ&engine=google_scholar_author&hl=en,dg3QSDcAAAAJ,neurips.cc,PDF,https://proceedings.neurips.cc/paper_files/paper/2022/file/3ecfe5c632afb7d96a2337b18ff99b1f-Paper-Conference.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=w3trbd3uKF4J,21.0,"https://scholar.google.com/scholar?cites=6784935473424595907&as_sdt=20005&sciodt=0,9&hl=en&num=20",6784935473424595907,https://serpapi.com/search.json?as_sdt=20005&cites=6784935473424595907&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:w3trbd3uKF4J:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3Aw3trbd3uKF4J%3Ascholar.google.com%2F&start=40,5.0,"https://scholar.google.com/scholar?cluster=6784935473424595907&hl=en&num=20&as_sdt=0,9",6784935473424595907,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=6784935473424595907&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:w3trbd3uKF4J:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",,,,,,
11,Observer-based consensus control for MASs with prescribed constraints via reinforcement learning algorithm,6VgQlrs4n6YJ,https://ieeexplore.ieee.org/abstract/document/10225438/,"… In addition, the updating laws of actor-critic NNs are established by using a simplified reinforcement learning (RL) algorithm based on the uniqueness of optimal solution, and the …","A Luo, Q Zhou, H Ma, H Li - IEEE Transactions on Neural …, 2023 - ieeexplore.ieee.org",,,,,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=6VgQlrs4n6YJ,10.0,"https://scholar.google.com/scholar?cites=12006377509920725225&as_sdt=20005&sciodt=0,9&hl=en&num=20",12006377509920725225,https://serpapi.com/search.json?as_sdt=20005&cites=12006377509920725225&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:6VgQlrs4n6YJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3A6VgQlrs4n6YJ%3Ascholar.google.com%2F&start=40,3.0,"https://scholar.google.com/scholar?cluster=12006377509920725225&hl=en&num=20&as_sdt=0,9",12006377509920725225,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=12006377509920725225&engine=google_scholar&hl=en&num=20,,,,,,,
12,Self-correcting models for model-based reinforcement learning,hggom8DB49oJ,https://ojs.aaai.org/index.php/AAAI/article/view/10850,… In model-based reinforcement learning (MBRL) the agent learns a predictive model of its environment and uses it to make decisions. The overall MBRL approach is intuitively appealing …,"E Talvitie - Proceedings of the AAAI conference on artificial …, 2017 - ojs.aaai.org",E Talvitie,https://scholar.google.com/citations?user=mAvu7aYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=mAvu7aYAAAAJ&engine=google_scholar_author&hl=en,mAvu7aYAAAAJ,,,,,,,,,,,,,aaai.org,PDF,https://ojs.aaai.org/index.php/AAAI/article/view/10850/10709,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=hggom8DB49oJ,90.0,"https://scholar.google.com/scholar?cites=15772663352962582662&as_sdt=20005&sciodt=0,9&hl=en&num=20",15772663352962582662,https://serpapi.com/search.json?as_sdt=20005&cites=15772663352962582662&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:hggom8DB49oJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3Ahggom8DB49oJ%3Ascholar.google.com%2F&start=40,7.0,"https://scholar.google.com/scholar?cluster=15772663352962582662&hl=en&num=20&as_sdt=0,9",15772663352962582662,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=15772663352962582662&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:hggom8DB49oJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",,,,,,
13,Deep reinforcement learning aided platoon control relying on V2X information,VWX58wP_MSsJ,https://ieeexplore.ieee.org/abstract/document/9743615/,"… Platoon control is essentially a sequential stochastic decision problem (SSDP), which can be solved by Deep Reinforcement Learning (DRL) to deal with both the control constraints …","L Lei, T Liu, K Zheng, L Hanzo - IEEE Transactions on …, 2022 - ieeexplore.ieee.org",L Lei,https://scholar.google.com/citations?user=Ut0-14IAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=Ut0-14IAAAAJ&engine=google_scholar_author&hl=en,Ut0-14IAAAAJ,K Zheng,https://scholar.google.com/citations?user=IX_id5UAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=IX_id5UAAAAJ&engine=google_scholar_author&hl=en,IX_id5UAAAAJ,L Hanzo,https://scholar.google.com/citations?user=p0jnEW0AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=p0jnEW0AAAAJ&engine=google_scholar_author&hl=en,p0jnEW0AAAAJ,,,,,arxiv.org,PDF,https://arxiv.org/pdf/2203.15781,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=VWX58wP_MSsJ,28.0,"https://scholar.google.com/scholar?cites=3112549209932916053&as_sdt=20005&sciodt=0,9&hl=en&num=20",3112549209932916053,https://serpapi.com/search.json?as_sdt=20005&cites=3112549209932916053&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:VWX58wP_MSsJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3AVWX58wP_MSsJ%3Ascholar.google.com%2F&start=40,5.0,"https://scholar.google.com/scholar?cluster=3112549209932916053&hl=en&num=20&as_sdt=0,9",3112549209932916053,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=3112549209932916053&engine=google_scholar&hl=en&num=20,,,,,,,
14,Distributional monte carlo tree search for risk-aware and multi-objective reinforcement learning,5w8JGfAL4rgJ,https://www.ifaamas.org/Proceedings/aamas2021/pdfs/p1530.pdf,"… and multi-objective reinforcement learning settings, the utility … return – known in reinforcement learning as the value – cannot … reinforcement learning for the expected utility of the returns. …","CF Hayes, M Reymond, DM Roijers, E Howley… - Proceedings of the 20th …, 2021 - ifaamas.org",CF Hayes,https://scholar.google.com/citations?user=p4-eiAkAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=p4-eiAkAAAAJ&engine=google_scholar_author&hl=en,p4-eiAkAAAAJ,M Reymond,https://scholar.google.com/citations?user=b9bYrHUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=b9bYrHUAAAAJ&engine=google_scholar_author&hl=en,b9bYrHUAAAAJ,DM Roijers,https://scholar.google.com/citations?user=oi25V4EAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=oi25V4EAAAAJ&engine=google_scholar_author&hl=en,oi25V4EAAAAJ,E Howley,https://scholar.google.com/citations?user=29vbDa0AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=29vbDa0AAAAJ&engine=google_scholar_author&hl=en,29vbDa0AAAAJ,ifaamas.org,PDF,https://www.ifaamas.org/Proceedings/aamas2021/pdfs/p1530.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=5w8JGfAL4rgJ,23.0,"https://scholar.google.com/scholar?cites=13322223773555429351&as_sdt=20005&sciodt=0,9&hl=en&num=20",13322223773555429351,https://serpapi.com/search.json?as_sdt=20005&cites=13322223773555429351&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:5w8JGfAL4rgJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3A5w8JGfAL4rgJ%3Ascholar.google.com%2F&start=40,5.0,"https://scholar.google.com/scholar?cluster=13322223773555429351&hl=en&num=20&as_sdt=0,9",13322223773555429351,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=13322223773555429351&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:5w8JGfAL4rgJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",,,,,Pdf,
