position,title,result_id,link,snippet,publication_info_summary,publication_info_authors_0_name,publication_info_authors_0_link,publication_info_authors_0_serpapi_scholar_link,publication_info_authors_0_author_id,publication_info_authors_1_name,publication_info_authors_1_link,publication_info_authors_1_serpapi_scholar_link,publication_info_authors_1_author_id,publication_info_authors_2_name,publication_info_authors_2_link,publication_info_authors_2_serpapi_scholar_link,publication_info_authors_2_author_id,resources_0_title,resources_0_file_format,resources_0_link,inline_links_serpapi_cite_link,inline_links_cited_by_total,inline_links_cited_by_link,inline_links_cited_by_cites_id,inline_links_cited_by_serpapi_scholar_link,inline_links_related_pages_link,inline_links_serpapi_related_pages_link,inline_links_versions_total,inline_links_versions_link,inline_links_versions_cluster_id,inline_links_versions_serpapi_scholar_link,type,inline_links_cached_page_link,publication_info_authors_3_name,publication_info_authors_3_link,publication_info_authors_3_serpapi_scholar_link,publication_info_authors_3_author_id,resources_1_title,resources_1_link
19,Multimodal Data Fusion Using Voice and Electromyography Data for Robotic Control,vNdlW36Kx4kJ,https://rave.ohiolink.edu/etdc/view?acc_num=toledo156440368925597,"… In this method, a potential-based reward-forming strategy instrument is joined with a sample proficient reinforcement learning algorithm to offer a principled structure to adapt to these …",T Khan Mohd - 2019 - rave.ohiolink.edu,T Khan Mohd,https://scholar.google.com/citations?user=nh1Jx2kAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=nh1Jx2kAAAAJ&engine=google_scholar_author&hl=en,nh1Jx2kAAAAJ,,,,,,,,,ohiolink.edu,PDF,https://etd.ohiolink.edu/acprod/odb_etd/ws/send_file/send?accession=toledo156440368925597&disposition=inline,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=vNdlW36Kx4kJ,,,,,"https://scholar.google.com/scholar?q=related:vNdlW36Kx4kJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,11",https://serpapi.com/search.json?as_sdt=0%2C11&engine=google_scholar&hl=en&num=20&q=related%3AvNdlW36Kx4kJ%3Ascholar.google.com%2F&start=80,3.0,"https://scholar.google.com/scholar?cluster=9928056178865461180&hl=en&num=20&as_sdt=0,11",9928056178865461180,https://serpapi.com/search.json?as_sdt=0%2C11&cluster=9928056178865461180&engine=google_scholar&hl=en&num=20,,"https://scholar.googleusercontent.com/scholar?q=cache:vNdlW36Kx4kJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,11",,,,,,
20,Jamming the Relay-Assisted Multi-User Wireless Communication System: A Zero-Sum Game Approach,ZOmt-b4_3UsJ,https://ieeexplore.ieee.org/abstract/document/10128833/,"… In addition, the reinforcement learning method was introduced to find the Stackelberg equilibrium of a jamming game in non-orthogonal multiple access (NOMA) system [24]. Although …","B Shi, H Shao, J Lin, S Zhao… - IEEE Transactions on …, 2023 - ieeexplore.ieee.org",,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=ZOmt-b4_3UsJ,1.0,"https://scholar.google.com/scholar?cites=5466595612162910564&as_sdt=80005&sciodt=0,11&hl=en&num=20",5466595612162910564,https://serpapi.com/search.json?as_sdt=80005&cites=5466595612162910564&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:ZOmt-b4_3UsJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,11",https://serpapi.com/search.json?as_sdt=0%2C11&engine=google_scholar&hl=en&num=20&q=related%3AZOmt-b4_3UsJ%3Ascholar.google.com%2F&start=80,2.0,"https://scholar.google.com/scholar?cluster=5466595612162910564&hl=en&num=20&as_sdt=0,11",5466595612162910564,https://serpapi.com/search.json?as_sdt=0%2C11&cluster=5466595612162910564&engine=google_scholar&hl=en&num=20,,,,,,,,
1,The general theory of general intelligence: a pragmatic patternist perspective,yW3Ny7GO0X8J,https://arxiv.org/abs/2103.15100,"… This model is general enough to cover AIXI type systems as well as classic dynamic programming systems, Actor-Critic style reinforcement learning systems, and broader experience-…","B Goertzel - arXiv preprint arXiv:2103.15100, 2021 - arxiv.org",B Goertzel,https://scholar.google.com/citations?user=kTfdhRcAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=kTfdhRcAAAAJ&engine=google_scholar_author&hl=en,kTfdhRcAAAAJ,,,,,,,,,arxiv.org,PDF,https://arxiv.org/pdf/2103.15100,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=yW3Ny7GO0X8J,26.0,"https://scholar.google.com/scholar?cites=9210299607228968393&as_sdt=2005&sciodt=0,5&hl=en&num=20",9210299607228968393,https://serpapi.com/search.json?as_sdt=2005&cites=9210299607228968393&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:yW3Ny7GO0X8J:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AyW3Ny7GO0X8J%3Ascholar.google.com%2F&start=100,2.0,"https://scholar.google.com/scholar?cluster=9210299607228968393&hl=en&num=20&as_sdt=0,5",9210299607228968393,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=9210299607228968393&engine=google_scholar&hl=en&num=20,,"https://scholar.googleusercontent.com/scholar?q=cache:yW3Ny7GO0X8J:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",,,,,,
2,Fast and Resource-Efficient Control of Wireless Cyber-Physical Systems,PBOCVudHeO8J,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1280065,"… reinforcement learning (RL) for event-triggered controllers has for example been proposed in [91], where an actor-critic … Solving scheduling problems with deep reinforcement learning (…",D Baumann - 2019 - diva-portal.org,D Baumann,https://scholar.google.com/citations?user=bJX8-CEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=bJX8-CEAAAAJ&engine=google_scholar_author&hl=en,bJX8-CEAAAAJ,,,,,,,,,diva-portal.org,PDF,https://www.diva-portal.org/smash/get/diva2:1280065/FULLTEXT02,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=PBOCVudHeO8J,,,,,"https://scholar.google.com/scholar?q=related:PBOCVudHeO8J:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3APBOCVudHeO8J%3Ascholar.google.com%2F&start=100,4.0,"https://scholar.google.com/scholar?cluster=17255621031184438076&hl=en&num=20&as_sdt=0,5",17255621031184438076,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=17255621031184438076&engine=google_scholar&hl=en&num=20,,"https://scholar.googleusercontent.com/scholar?q=cache:PBOCVudHeO8J:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",,,,,,
3,Bioinspired Intelligent Control of Autonomous Robots with State Estimation,TdXYkZkdBpIJ,https://atrium.lib.uoguelph.ca/bitstream/10214/27600/1/Xu_Zhe_202305_PhD.pdf,"… reinforcement learning, Li developed an adaptive neural network tracking control for mobile robots based on reinforcement learning, in which the reinforcement learning … an actor-critic-…",Z Xu - 2023 - atrium.lib.uoguelph.ca,Z Xu,https://scholar.google.com/citations?user=hS8epm8AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=hS8epm8AAAAJ&engine=google_scholar_author&hl=en,hS8epm8AAAAJ,,,,,,,,,uoguelph.ca,PDF,https://atrium.lib.uoguelph.ca/bitstream/10214/27600/1/Xu_Zhe_202305_PhD.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=TdXYkZkdBpIJ,,,,,"https://scholar.google.com/scholar?q=related:TdXYkZkdBpIJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3ATdXYkZkdBpIJ%3Ascholar.google.com%2F&start=100,2.0,"https://scholar.google.com/scholar?cluster=10522130124811851085&hl=en&num=20&as_sdt=0,5",10522130124811851085,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=10522130124811851085&engine=google_scholar&hl=en&num=20,Pdf,"https://scholar.googleusercontent.com/scholar?q=cache:TdXYkZkdBpIJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",,,,,,
4,Understanding and Incorporating Mathematical Inductive Biases in Neural Networks,FfF-XZXlr5AJ,https://search.proquest.com/openview/de08a4c306042b324b8032a068bcd355/1?pq-origsite=gscholar&cbl=18750&diss=y,"To overcome the enormous sample complexity of deep learning models, we can leverage basic elements of human and scientific knowledge and imbue these elements into our models. …",M Finzi - 2023 - search.proquest.com,M Finzi,https://scholar.google.com/citations?user=ysMAhlwAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=ysMAhlwAAAAJ&engine=google_scholar_author&hl=en,ysMAhlwAAAAJ,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=FfF-XZXlr5AJ,,,,,"https://scholar.google.com/scholar?q=related:FfF-XZXlr5AJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AFfF-XZXlr5AJ%3Ascholar.google.com%2F&start=100,,,,,,,,,,,,
5,To What Extent do Open-loop and Feedback Nash Equilibria Diverge in General-Sum Linear Quadratic Dynamic Games?,XeR3cz3al08J,https://arxiv.org/abs/2409.11257,"Dynamic games offer a versatile framework for modeling the evolving interactions of strategic agents, whose steady-state behavior can be captured by the Nash equilibria of the games. …","CY Chiu, J Li, M Bhatt, N Mehr - arXiv preprint arXiv:2409.11257, 2024 - arxiv.org",CY Chiu,https://scholar.google.com/citations?user=cl9ModoAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=cl9ModoAAAAJ&engine=google_scholar_author&hl=en,cl9ModoAAAAJ,J Li,https://scholar.google.com/citations?user=V_M8l4IAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=V_M8l4IAAAAJ&engine=google_scholar_author&hl=en,V_M8l4IAAAAJ,M Bhatt,https://scholar.google.com/citations?user=O9WQVAEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=O9WQVAEAAAAJ&engine=google_scholar_author&hl=en,O9WQVAEAAAAJ,arxiv.org,PDF,https://arxiv.org/pdf/2409.11257,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=XeR3cz3al08J,,,,,"https://scholar.google.com/scholar?q=related:XeR3cz3al08J:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AXeR3cz3al08J%3Ascholar.google.com%2F&start=100,2.0,"https://scholar.google.com/scholar?cluster=5735292607944713309&hl=en&num=20&as_sdt=0,5",5735292607944713309,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=5735292607944713309&engine=google_scholar&hl=en&num=20,,"https://scholar.googleusercontent.com/scholar?q=cache:XeR3cz3al08J:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",N Mehr,https://scholar.google.com/citations?user=oAlCitYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=oAlCitYAAAAJ&engine=google_scholar_author&hl=en,oAlCitYAAAAJ,,
6,Distributed Containment Control Strategy for the Dynamic Stabilization of Integrated Energy System With Multiple Virtual Leaders,8dm5RSZubd8J,https://ieeexplore.ieee.org/abstract/document/10410024/,"… Based on MPC ideas and deep reinforcement learning, the indoor temperature of the heating … Shi, “Generalized actor-critic learning optimal control in smart home energy management,” …","H Han, H Zhang, J Yang, L Yang - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",H Zhang,https://scholar.google.com/citations?user=nbQu9moAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=nbQu9moAAAAJ&engine=google_scholar_author&hl=en,nbQu9moAAAAJ,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=8dm5RSZubd8J,3.0,"https://scholar.google.com/scholar?cites=16099645353577011697&as_sdt=2005&sciodt=0,5&hl=en&num=20",16099645353577011697,https://serpapi.com/search.json?as_sdt=2005&cites=16099645353577011697&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:8dm5RSZubd8J:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A8dm5RSZubd8J%3Ascholar.google.com%2F&start=100,,,,,,,,,,,,
7,Compressible Non-Newtonian Fluid Based Road Traffic Flow Equation Solved by Physical-Informed Rational Neural Network,dVSRARs_wJsJ,https://ieeexplore.ieee.org/abstract/document/10409149/,"… to Bayesian optimization method: firstly, the kernel function of the Bayesian linear regression part in the Bayesian optimization … sampling function in Bayesian optimization methods is set …","Z Yang, D Li, W Nai, L Liu, J Sun, X Lv - IEEE Access, 2024 - ieeexplore.ieee.org",L Liu,https://scholar.google.com/citations?user=UCIsl-sAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=UCIsl-sAAAAJ&engine=google_scholar_author&hl=en,UCIsl-sAAAAJ,,,,,,,,,ieee.org,PDF,https://ieeexplore.ieee.org/iel7/6287639/6514899/10409149.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=dVSRARs_wJsJ,3.0,"https://scholar.google.com/scholar?cites=11223039656630244469&as_sdt=2005&sciodt=0,5&hl=en&num=20",11223039656630244469,https://serpapi.com/search.json?as_sdt=2005&cites=11223039656630244469&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:dVSRARs_wJsJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AdVSRARs_wJsJ%3Ascholar.google.com%2F&start=100,2.0,"https://scholar.google.com/scholar?cluster=11223039656630244469&hl=en&num=20&as_sdt=0,5",11223039656630244469,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=11223039656630244469&engine=google_scholar&hl=en&num=20,,,,,,,,
8,Drone Swarm Robust Cooperative Formation Pursuit through Relative Positioning in a Location Denial Environment.,Nw2HBdLDIRwJ,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=2504446X&AN=180021032&h=fAAJivGxHMI1Y0CcW9EX3BuRk2zq8eFEunl51TB2YBkgcTVq5S5%2F2Z%2Bj4ARIhiRx65RHdhD5pgm7p2zKCcA8%2FA%3D%3D&crl=c,… xi(t) = Aixi(t) + BiKizi(t) − XiΥiϖi(t) = Aixi (t) + BiKizi (t). … Optimized multi-agent formation control based on an identifier–actor–critic reinforcement learning algorithm. IEEE Trans. Fuzzy Syst…,"H Gao, A Zhang, W Li, H Cai - Drones (2504-446X), 2024 - search.ebscohost.com",W Li,https://scholar.google.com/citations?user=BZhoy6AAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=BZhoy6AAAAAJ&engine=google_scholar_author&hl=en,BZhoy6AAAAAJ,H Cai,https://scholar.google.com/citations?user=g3ugXlkAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=g3ugXlkAAAAJ&engine=google_scholar_author&hl=en,g3ugXlkAAAAJ,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Nw2HBdLDIRwJ,,,,,"https://scholar.google.com/scholar?q=related:Nw2HBdLDIRwJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3ANw2HBdLDIRwJ%3Ascholar.google.com%2F&start=100,3.0,"https://scholar.google.com/scholar?cluster=2027116614096719159&hl=en&num=20&as_sdt=0,5",2027116614096719159,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=2027116614096719159&engine=google_scholar&hl=en&num=20,,,,,,,,
9,Distributed tracking of leader-follower multiagent systems subject to disturbed leader's information,rFVfB88OMdgJ,https://ieeexplore.ieee.org/abstract/document/9298767/,"This paper considers the distributed tracking problem for leader-follower multiagent systems, where the followers are heterogenous multi-input multi-output systems which are subject to …","X Li, S Xu, H Gao, H Cai - IEEE Access, 2020 - ieeexplore.ieee.org",H Cai,https://scholar.google.com/citations?user=g3ugXlkAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=g3ugXlkAAAAJ&engine=google_scholar_author&hl=en,g3ugXlkAAAAJ,,,,,,,,,ieee.org,PDF,https://ieeexplore.ieee.org/iel7/6287639/8948470/09298767.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=rFVfB88OMdgJ,11.0,"https://scholar.google.com/scholar?cites=15578248868395963820&as_sdt=2005&sciodt=0,5&hl=en&num=20",15578248868395963820,https://serpapi.com/search.json?as_sdt=2005&cites=15578248868395963820&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:rFVfB88OMdgJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3ArFVfB88OMdgJ%3Ascholar.google.com%2F&start=100,2.0,"https://scholar.google.com/scholar?cluster=15578248868395963820&hl=en&num=20&as_sdt=0,5",15578248868395963820,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=15578248868395963820&engine=google_scholar&hl=en&num=20,,,,,,,,
10,A leader-follower formation strategy for networked multi-agent systems based on the PI predictive control method,wBKJoYB56X0J,https://ieeexplore.ieee.org/abstract/document/9550321/,"In this paper, the formation control problem of a class of multi-agent systems with communication constraints is studied. A proportional integral predictive control strategy for the leader-…","L Cao, GP Liu, DW Zhang - 2021 40th Chinese Control …, 2021 - ieeexplore.ieee.org",GP Liu,https://scholar.google.com/citations?user=jWmF7IQAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=jWmF7IQAAAAJ&engine=google_scholar_author&hl=en,jWmF7IQAAAAJ,DW Zhang,https://scholar.google.com/citations?user=94h31jkAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=94h31jkAAAAJ&engine=google_scholar_author&hl=en,94h31jkAAAAJ,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=wBKJoYB56X0J,7.0,"https://scholar.google.com/scholar?cites=9072916517687464640&as_sdt=2005&sciodt=0,5&hl=en&num=20",9072916517687464640,https://serpapi.com/search.json?as_sdt=2005&cites=9072916517687464640&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:wBKJoYB56X0J:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AwBKJoYB56X0J%3Ascholar.google.com%2F&start=100,2.0,"https://scholar.google.com/scholar?cluster=9072916517687464640&hl=en&num=20&as_sdt=0,5",9072916517687464640,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=9072916517687464640&engine=google_scholar&hl=en&num=20,,,,,,,,
11,Robust adaptive dynamic programming: An overview of recent results,jZTC4Cs5cIoJ,https://www.researchgate.net/profile/Yu-Jiang/publication/265032822_ROBUST_ADAPTIVE_DYNAMIC_PROGRAMMING_AN_OVERVIEW_OF_RECENT_RESULTS/links/54d56f510cf2464758079689/ROBUST-ADAPTIVE-DYNAMIC-PROGRAMMING-AN-OVERVIEW-OF-RECENT-RESULTS.pdf,"This paper gives an overview of our recent progress on robust adaptive dynamic programming (for short, robust-ADP) for continuous-time dynamic systems with unknown system …","Y Jiang, ZP Jiang - … of Mathematical Theory of Networks and …, 2012 - researchgate.net",Y Jiang,https://scholar.google.com/citations?user=QYanTRsAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=QYanTRsAAAAJ&engine=google_scholar_author&hl=en,QYanTRsAAAAJ,ZP Jiang,https://scholar.google.com/citations?user=COrhJXcAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=COrhJXcAAAAJ&engine=google_scholar_author&hl=en,COrhJXcAAAAJ,,,,,researchgate.net,PDF,https://www.researchgate.net/profile/Yu-Jiang/publication/265032822_ROBUST_ADAPTIVE_DYNAMIC_PROGRAMMING_AN_OVERVIEW_OF_RECENT_RESULTS/links/54d56f510cf2464758079689/ROBUST-ADAPTIVE-DYNAMIC-PROGRAMMING-AN-OVERVIEW-OF-RECENT-RESULTS.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=jZTC4Cs5cIoJ,1.0,"https://scholar.google.com/scholar?cites=9975536035242873997&as_sdt=2005&sciodt=0,5&hl=en&num=20",9975536035242873997,https://serpapi.com/search.json?as_sdt=2005&cites=9975536035242873997&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:jZTC4Cs5cIoJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AjZTC4Cs5cIoJ%3Ascholar.google.com%2F&start=100,2.0,"https://scholar.google.com/scholar?cluster=9975536035242873997&hl=en&num=20&as_sdt=0,5",9975536035242873997,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=9975536035242873997&engine=google_scholar&hl=en&num=20,Pdf,"https://scholar.googleusercontent.com/scholar?q=cache:jZTC4Cs5cIoJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,5",,,,,,
